Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
IMG/robocam_2018_02_19_17_06_43_938.jpg;0;1;0;5.014548;118.4183;99.80711;1.209211;28.88567;-0.001425372
IMG/robocam_2018_02_19_17_06_43_987.jpg;0;0.853693;0;5.01798;118.6826;99.95179;1.257657;28.84604;-0.000941619
IMG/robocam_2018_02_19_17_06_44_118.jpg;0;0.705256;0;4.99618;119.2113;100.2404;1.320002;28.79159;-0.001519853
IMG/robocam_2018_02_19_17_06_44_188.jpg;0;0.2072531;0;4.997859;119.562;100.4313;1.284064;28.74184;-0.001203803
IMG/robocam_2018_02_19_17_06_44_230.jpg;0;0.101254;0;4.994998;119.7366;100.5263;1.22883;28.72236;-0.0011171
IMG/robocam_2018_02_19_17_06_44_301.jpg;2.158206;0;0;4.978571;119.9971;100.6679;1.096002;28.72029;-0.0009211767
IMG/robocam_2018_02_19_17_06_44_344.jpg;4.285383;0;0;4.973327;120.1693;100.7627;0.975065;28.88355;0.0115864
IMG/robocam_2018_02_19_17_06_44_397.jpg;6.804664;0;0;4.962667;120.4245;100.9071;0.7480603;29.47308;0.09892539
IMG/robocam_2018_02_19_17_06_44_446.jpg;9.943979;0;0;4.945706;120.6754;101.0549;0.4729529;30.46953;0.2789382
IMG/robocam_2018_02_19_17_06_44_495.jpg;12.9153;0;0;4.92752;120.8397;101.1561;0.2644601;31.36803;0.4641548
IMG/robocam_2018_02_19_17_06_44_544.jpg;9.933958;0;0;4.913934;121.002;101.259;0.04000936;32.27145;0.6809211
